pat1,pat2,features (n),distance,,,,,
P59,P1,5,0.02970632,,,,,
P59,P1,10,0.039046382,,,,,
P59,P1,15,0.041312175,,,,,
P59,P1,20,0.044341442,,,,,
P59,P1,25,0.045593903,,,,,
P59,P1,30,0.053079449,,,,,
P59,P1,40,0.061768013,,,,,
P59,P1,50,0.07038679,,,,,
P59,P1,60,0.074631255,,,,,
P59,P1,80,0.07615365,,,,,
P59,P1,100,0.078530258,,,,,
P59,P1,110,0.088001279,,,,,
P59,P19,5,0.024077547,,,,,
P59,P19,10,0.02647388,,,,,
P59,P19,15,0.024690656,,,,,
P59,P19,20,0.02619168,,,,,
P59,P19,25,0.027444369,,,,,
P59,P19,30,0.026305608,,,,,
P59,P19,40,0.028887542,,,,,
P59,P19,50,0.031373152,,,,,
P59,P19,60,0.031906201,,,,,
P59,P19,80,0.033751095,,,,,
P59,P19,100,0.036287495,,,,,
P59,P19,110,0.040500087,,,,,
P59,P24,5,0.02342559,,,,,
P59,P24,10,0.024585965,,,,,
P59,P24,15,0.025597305,,,,,
P59,P24,20,0.025093425,,,,,
P59,P24,25,0.027922651,,,,,
P59,P24,30,0.030150693,,,,,
P59,P24,40,0.035058735,,,,,
P59,P24,50,0.037865001,,,,,
P59,P24,60,0.039769695,,,,,
P59,P24,80,0.046887166,,,,,
P59,P24,100,0.055279086,,,,,
P59,P24,110,0.058102608,,,,,
P59,P26,5,0.017798981,,,,,
P59,P26,10,0.023238195,,,,,
P59,P26,15,0.025949246,,,,,
P59,P26,20,0.026129908,,,,,
P59,P26,25,0.027817612,,,,,
P59,P26,30,0.027080861,,,,,
P59,P26,40,0.029923819,,,,,
P59,P26,50,0.032004748,,,,,
P59,P26,60,0.033790631,,,,,
P59,P26,80,0.038535796,,,,,
P59,P26,100,0.048241029,,,,,
P59,P26,110,0.055139811,,,,,
P59,P51,5,0.016775809,,,,,
P59,P51,10,0.02655475,,,,,
P59,P51,15,0.029100604,,,,,
P59,P51,20,0.032569472,,,,,
P59,P51,25,0.030771886,,,,,
P59,P51,30,0.033198927,,,,,
P59,P51,40,0.0359608,,,,,
P59,P51,50,0.041885802,,,,,
P59,P51,60,0.045623852,,,,,
P59,P51,80,0.046449793,,,,,
P59,P51,100,0.057045071,,,,,
P59,P51,110,0.063495929,,,,,
P59,P56,5,0.022321384,,,,,
P59,P56,10,0.027165729,,,,,
P59,P56,15,0.028639638,,,,,
P59,P56,20,0.026630917,,,,,
P59,P56,25,0.029675307,,,,,
P59,P56,30,0.029331475,,,,,
P59,P56,40,0.031901631,,,,,
P59,P56,50,0.033270261,,,,,
P59,P56,60,0.036318198,,,,,
P59,P56,80,0.041566544,,,,,
P59,P56,100,0.050176815,,,,,
P59,P56,110,0.054784741,,,,,
P59,P61,5,0.011013639,,,,,
P59,P61,10,0.014798078,,,,,
P59,P61,15,0.015127092,,,,,
P59,P61,20,0.016020664,,,,,
P59,P61,25,0.01908633,,,,,
P59,P61,30,0.019472466,,,,,
P59,P61,40,0.024967245,,,,,
P59,P61,50,0.029660772,,,,,
P59,P61,60,0.036161343,,,,,
P59,P61,80,0.042531718,,,,,
P59,P61,100,0.046796357,,,,,
P59,P61,110,0.051156532,,,,,
P59,P66,5,0.027592575,,,,,
P59,P66,10,0.022362819,,,,,
P59,P66,15,0.024146125,,,,,
P59,P66,20,0.025448599,,,,,
P59,P66,25,0.029415269,,,,,
P59,P66,30,0.028907161,,,,,
P59,P66,40,0.036297175,,,,,
P59,P66,50,0.039690687,,,,,
P59,P66,60,0.046498443,,,,,
P59,P66,80,0.060970357,,,,,
P59,P66,100,0.067108593,,,,,
P59,P66,110,0.076175256,,,,,
P59,P76,5,0.014670421,,,,,
P59,P76,10,0.022395183,,,,,
P59,P76,15,0.027847024,,,,,
P59,P76,20,0.028664684,,,,,
P59,P76,25,0.0321958,,,,,
P59,P76,30,0.031396212,,,,,
P59,P76,40,0.035270882,,,,,
P59,P76,50,0.038091798,,,,,
P59,P76,60,0.04096216,,,,,
P59,P76,80,0.043479885,,,,,
P59,P76,100,0.047908452,,,,,
P59,P76,110,0.054482961,,,,,
P59,P95,5,0.014737157,,,,,
P59,P95,10,0.017517274,,,,,
P59,P95,15,0.018055963,,,,,
P59,P95,20,0.019871483,,,,,
P59,P95,25,0.019964103,,,,,
P59,P95,30,0.021175651,,,,,
P59,P95,40,0.02449818,,,,,
P59,P95,50,0.028368567,,,,,
P59,P95,60,0.034480722,,,,,
P59,P95,80,0.041874913,,,,,
P59,P95,100,0.045083915,,,,,
P59,P95,110,0.048345331,,,,,
P59,P27,5,0.017986802,,,,,
P59,P27,10,0.0295068,,,,,
P59,P27,15,0.029243069,,,,,
P59,P27,20,0.029491042,,,,,
P59,P27,25,0.031804884,,,,,
P59,P27,30,0.031407498,,,,,
P59,P27,40,0.031904866,,,,,
P59,P27,50,0.037205973,,,,,
P59,P27,60,0.037896955,,,,,
P59,P27,80,0.042401453,,,,,
P59,P27,100,0.048992919,,,,,
P59,P27,110,0.055046669,,,,,
P59,P32,5,0.01329368,,,,,
P59,P32,10,0.016067353,,,,,
P59,P32,15,0.014880921,,,,,
P59,P32,20,0.018110259,,,,,
P59,P32,25,0.022137969,,,,,
P59,P32,30,0.025103583,,,,,
P59,P32,40,0.028939486,,,,,
P59,P32,50,0.034786675,,,,,
P59,P32,60,0.034042891,,,,,
P59,P32,80,0.041889439,,,,,
P59,P32,100,0.045349704,,,,,
P59,P32,110,0.048772171,,,,,
P59,P39,5,0.022947819,,,,,
P59,P39,10,0.027321639,,,,,
P59,P39,15,0.030250415,,,,,
P59,P39,20,0.029470526,,,,,
P59,P39,25,0.034824186,,,,,
P59,P39,30,0.033350822,,,,,
P59,P39,40,0.03624113,,,,,
P59,P39,50,0.036400858,,,,,
P59,P39,60,0.041405452,,,,,
P59,P39,80,0.048334339,,,,,
P59,P39,100,0.05810792,,,,,
P59,P39,110,0.062577809,,,,,
P59,P58,5,0.017773335,,,,,
P59,P58,10,0.021601843,,,,,
P59,P58,15,0.02322157,,,,,
P59,P58,20,0.02384526,,,,,
P59,P58,25,0.025764414,,,,,
P59,P58,30,0.023724087,,,,,
P59,P58,40,0.024345783,,,,,
P59,P58,50,0.026005705,,,,,
P59,P58,60,0.028224396,,,,,
P59,P58,80,0.030728642,,,,,
P59,P58,100,0.033128475,,,,,
P59,P58,110,0.036011451,,,,,
P59,P59,5,0,,,,,
P59,P59,10,0,,,,,
P59,P59,15,0,,,,,
P59,P59,20,0,,,,,
P59,P59,25,0,,,,,
P59,P59,30,0,,,,,
P59,P59,40,0,,,,,
P59,P59,50,0,,,,,
P59,P59,60,0,,,,,
P59,P59,80,0,,,,,
P59,P59,100,0,,,,,
P59,P59,110,0,,,,,
P59,P62,5,0.015996746,,,,,
P59,P62,10,0.028711506,,,,,
P59,P62,15,0.032368232,,,,,
P59,P62,20,0.036839919,,,,,
P59,P62,25,0.038876689,,,,,
P59,P62,30,0.038456047,,,,,
P59,P62,40,0.039507367,,,,,
P59,P62,50,0.043088915,,,,,
P59,P62,60,0.048257909,,,,,
P59,P62,80,0.058832017,,,,,
P59,P62,100,0.068303177,,,,,
P59,P62,110,0.074325729,,,,,
P59,P67,5,0.014686811,,,,,
P59,P67,10,0.024023442,,,,,
P59,P67,15,0.026491854,,,,,
P59,P67,20,0.029088143,,,,,
P59,P67,25,0.032499394,,,,,
P59,P67,30,0.033012376,,,,,
P59,P67,40,0.035380779,,,,,
P59,P67,50,0.043760925,,,,,
P59,P67,60,0.046399047,,,,,
P59,P67,80,0.046594856,,,,,
P59,P67,100,0.057596693,,,,,
P59,P67,110,0.06126077,,,,,
P59,P68,5,0.012623582,,,,,
P59,P68,10,0.016684525,,,,,
P59,P68,15,0.019619579,,,,,
P59,P68,20,0.020306563,,,,,
P59,P68,25,0.020625057,,,,,
P59,P68,30,0.021873263,,,,,
P59,P68,40,0.024393342,,,,,
P59,P68,50,0.026906466,,,,,
P59,P68,60,0.031394987,,,,,
P59,P68,80,0.036621277,,,,,
P59,P68,100,0.043562921,,,,,
P59,P68,110,0.051755275,,,,,
P59,P71,5,0.017542138,,,,,
P59,P71,10,0.020109742,,,,,
P59,P71,15,0.022956411,,,,,
P59,P71,20,0.023826816,,,,,
P59,P71,25,0.024543452,,,,,
P59,P71,30,0.022916325,,,,,
P59,P71,40,0.023695795,,,,,
P59,P71,50,0.025833991,,,,,
P59,P71,60,0.027522657,,,,,
P59,P71,80,0.035886538,,,,,
P59,P71,100,0.039750188,,,,,
P59,P71,110,0.0429793,,,,,
P59,P82,5,0.010941351,,,,,
P59,P82,10,0.019773575,,,,,
P59,P82,15,0.024045897,,,,,
P59,P82,20,0.023484382,,,,,
P59,P82,25,0.026268779,,,,,
P59,P82,30,0.028212854,,,,,
P59,P82,40,0.029304307,,,,,
P59,P82,50,0.031367116,,,,,
P59,P82,60,0.036076423,,,,,
P59,P82,80,0.046068314,,,,,
P59,P82,100,0.053517921,,,,,
P59,P82,110,0.062435065,,,,,
P59,P88,5,0.016294835,,,,,
P59,P88,10,0.019747283,,,,,
P59,P88,15,0.019930282,,,,,
P59,P88,20,0.022771916,,,,,
P59,P88,25,0.025124427,,,,,
P59,P88,30,0.026368142,,,,,
P59,P88,40,0.029243178,,,,,
P59,P88,50,0.031593261,,,,,
P59,P88,60,0.037395479,,,,,
P59,P88,80,0.043708514,,,,,
P59,P88,100,0.048201318,,,,,
P59,P88,110,0.053169671,,,,,
P59,P92,5,0.018389837,,,,,
P59,P92,10,0.023037862,,,,,
P59,P92,15,0.022274649,,,,,
P59,P92,20,0.022023846,,,,,
P59,P92,25,0.02215057,,,,,
P59,P92,30,0.021068313,,,,,
P59,P92,40,0.024108691,,,,,
P59,P92,50,0.024519845,,,,,
P59,P92,60,0.027281454,,,,,
P59,P92,80,0.037073292,,,,,
P59,P92,100,0.0424855,,,,,
P59,P92,110,0.047986832,,,,,
P62,P1,5,0.042337273,,,,,
P62,P1,10,0.064045028,,,,,
P62,P1,15,0.06791488,,,,,
P62,P1,20,0.073052229,,,,,
P62,P1,25,0.077488112,,,,,
P62,P1,30,0.085687571,,,,,
P62,P1,40,0.094370974,,,,,
P62,P1,50,0.097872426,,,,,
P62,P1,60,0.100002023,,,,,
P62,P1,80,0.101756221,,,,,
P62,P1,100,0.104474459,,,,,
P62,P1,110,0.118268551,,,,,
P62,P19,5,0.021542243,,,,,
P62,P19,10,0.023714299,,,,,
P62,P19,15,0.028544049,,,,,
P62,P19,20,0.028710061,,,,,
P62,P19,25,0.028502569,,,,,
P62,P19,30,0.028954266,,,,,
P62,P19,40,0.032535557,,,,,
P62,P19,50,0.035889496,,,,,
P62,P19,60,0.04093982,,,,,
P62,P19,80,0.050162516,,,,,
P62,P19,100,0.062671441,,,,,
P62,P19,110,0.066231513,,,,,
P62,P24,5,0.013952449,,,,,
P62,P24,10,0.015695875,,,,,
P62,P24,15,0.019116397,,,,,
P62,P24,20,0.022394635,,,,,
P62,P24,25,0.021410974,,,,,
P62,P24,30,0.023532422,,,,,
P62,P24,40,0.028736049,,,,,
P62,P24,50,0.033698957,,,,,
P62,P24,60,0.037823039,,,,,
P62,P24,80,0.047024012,,,,,
P62,P24,100,0.051749086,,,,,
P62,P24,110,0.056171397,,,,,
P62,P26,5,0.010552175,,,,,
P62,P26,10,0.011896666,,,,,
P62,P26,15,0.014560261,,,,,
P62,P26,20,0.018717248,,,,,
P62,P26,25,0.018388223,,,,,
P62,P26,30,0.018494162,,,,,
P62,P26,40,0.024810406,,,,,
P62,P26,50,0.030333743,,,,,
P62,P26,60,0.034294625,,,,,
P62,P26,80,0.046116554,,,,,
P62,P26,100,0.046702223,,,,,
P62,P26,110,0.048836901,,,,,
P62,P51,5,0.019572651,,,,,
P62,P51,10,0.035291016,,,,,
P62,P51,15,0.04192176,,,,,
P62,P51,20,0.044339321,,,,,
P62,P51,25,0.043367824,,,,,
P62,P51,30,0.045494805,,,,,
P62,P51,40,0.048763247,,,,,
P62,P51,50,0.051957164,,,,,
P62,P51,60,0.056163886,,,,,
P62,P51,80,0.066161924,,,,,
P62,P51,100,0.075542776,,,,,
P62,P51,110,0.082051421,,,,,
P62,P56,5,0.0092718,,,,,
P62,P56,10,0.015653056,,,,,
P62,P56,15,0.018308831,,,,,
P62,P56,20,0.021623088,,,,,
P62,P56,25,0.020388073,,,,,
P62,P56,30,0.019796133,,,,,
P62,P56,40,0.024471163,,,,,
P62,P56,50,0.029759145,,,,,
P62,P56,60,0.034702666,,,,,
P62,P56,80,0.044553066,,,,,
P62,P56,100,0.051690619,,,,,
P62,P56,110,0.055852606,,,,,
P62,P61,5,0.017080944,,,,,
P62,P61,10,0.025856257,,,,,
P62,P61,15,0.031612679,,,,,
P62,P61,20,0.03375978,,,,,
P62,P61,25,0.035167144,,,,,
P62,P61,30,0.036751652,,,,,
P62,P61,40,0.043195513,,,,,
P62,P61,50,0.046411161,,,,,
P62,P61,60,0.047182596,,,,,
P62,P61,80,0.055588703,,,,,
P62,P61,100,0.063807966,,,,,
P62,P61,110,0.065147199,,,,,
P62,P66,5,0.020009507,,,,,
P62,P66,10,0.026100533,,,,,
P62,P66,15,0.031396902,,,,,
P62,P66,20,0.032696509,,,,,
P62,P66,25,0.033348072,,,,,
P62,P66,30,0.036384392,,,,,
P62,P66,40,0.042467782,,,,,
P62,P66,50,0.046188448,,,,,
P62,P66,60,0.048121695,,,,,
P62,P66,80,0.060039703,,,,,
P62,P66,100,0.066216889,,,,,
P62,P66,110,0.069184166,,,,,
P62,P76,5,0.005989528,,,,,
P62,P76,10,0.012567403,,,,,
P62,P76,15,0.015445917,,,,,
P62,P76,20,0.018505344,,,,,
P62,P76,25,0.018436946,,,,,
P62,P76,30,0.017638205,,,,,
P62,P76,40,0.025407252,,,,,
P62,P76,50,0.030011672,,,,,
P62,P76,60,0.035617577,,,,,
P62,P76,80,0.048310414,,,,,
P62,P76,100,0.053654165,,,,,
P62,P76,110,0.0578817,,,,,
P62,P95,5,0.019653998,,,,,
P62,P95,10,0.023896047,,,,,
P62,P95,15,0.028364325,,,,,
P62,P95,20,0.028908108,,,,,
P62,P95,25,0.03110394,,,,,
P62,P95,30,0.031772537,,,,,
P62,P95,40,0.035404858,,,,,
P62,P95,50,0.040825503,,,,,
P62,P95,60,0.045238834,,,,,
P62,P95,80,0.056250367,,,,,
P62,P95,100,0.064150183,,,,,
P62,P95,110,0.065441878,,,,,
P62,P27,5,0.009079514,,,,,
P62,P27,10,0.00953478,,,,,
P62,P27,15,0.01264764,,,,,
P62,P27,20,0.015703165,,,,,
P62,P27,25,0.016370394,,,,,
P62,P27,30,0.015632238,,,,,
P62,P27,40,0.02112313,,,,,
P62,P27,50,0.024010324,,,,,
P62,P27,60,0.029446769,,,,,
P62,P27,80,0.03812626,,,,,
P62,P27,100,0.045269774,,,,,
P62,P27,110,0.051999237,,,,,
P62,P32,5,0.018531266,,,,,
P62,P32,10,0.025325502,,,,,
P62,P32,15,0.028317186,,,,,
P62,P32,20,0.029005103,,,,,
P62,P32,25,0.030619507,,,,,
P62,P32,30,0.030751574,,,,,
P62,P32,40,0.037902328,,,,,
P62,P32,50,0.042190803,,,,,
P62,P32,60,0.04810533,,,,,
P62,P32,80,0.059536714,,,,,
P62,P32,100,0.06602307,,,,,
P62,P32,110,0.070525817,,,,,
P62,P39,5,0.010753516,,,,,
P62,P39,10,0.014274734,,,,,
P62,P39,15,0.017121547,,,,,
P62,P39,20,0.021170641,,,,,
P62,P39,25,0.021440697,,,,,
P62,P39,30,0.020202899,,,,,
P62,P39,40,0.024526963,,,,,
P62,P39,50,0.028258949,,,,,
P62,P39,60,0.029196847,,,,,
P62,P39,80,0.037987217,,,,,
P62,P39,100,0.037828631,,,,,
P62,P39,110,0.038880229,,,,,
P62,P58,5,0.013746303,,,,,
P62,P58,10,0.018841031,,,,,
P62,P58,15,0.021800819,,,,,
P62,P58,20,0.023340225,,,,,
P62,P58,25,0.023202798,,,,,
P62,P58,30,0.023787407,,,,,
P62,P58,40,0.025192011,,,,,
P62,P58,50,0.029177441,,,,,
P62,P58,60,0.034884271,,,,,
P62,P58,80,0.046620429,,,,,
P62,P58,100,0.057407939,,,,,
P62,P58,110,0.062526539,,,,,
P62,P59,5,0.015996746,,,,,
P62,P59,10,0.028711506,,,,,
P62,P59,15,0.032368232,,,,,
P62,P59,20,0.036839919,,,,,
P62,P59,25,0.038876689,,,,,
P62,P59,30,0.038456047,,,,,
P62,P59,40,0.039507367,,,,,
P62,P59,50,0.043088915,,,,,
P62,P59,60,0.048257909,,,,,
P62,P59,80,0.058832017,,,,,
P62,P59,100,0.068303177,,,,,
P62,P59,110,0.074325729,,,,,
P62,P62,5,0,,,,,
P62,P62,10,0,,,,,
P62,P62,15,0,,,,,
P62,P62,20,0,,,,,
P62,P62,25,0,,,,,
P62,P62,30,0,,,,,
P62,P62,40,0,,,,,
P62,P62,50,0,,,,,
P62,P62,60,0,,,,,
P62,P62,80,0,,,,,
P62,P62,100,0,,,,,
P62,P62,110,0,,,,,
P62,P67,5,0.010461119,,,,,
P62,P67,10,0.020676551,,,,,
P62,P67,15,0.027800849,,,,,
P62,P67,20,0.030970368,,,,,
P62,P67,25,0.030615627,,,,,
P62,P67,30,0.032266875,,,,,
P62,P67,40,0.038000065,,,,,
P62,P67,50,0.042865979,,,,,
P62,P67,60,0.049559173,,,,,
P62,P67,80,0.056125135,,,,,
P62,P67,100,0.067877354,,,,,
P62,P67,110,0.073018464,,,,,
P62,P68,5,0.019947685,,,,,
P62,P68,10,0.02268317,,,,,
P62,P68,15,0.026305204,,,,,
P62,P68,20,0.029471993,,,,,
P62,P68,25,0.03061847,,,,,
P62,P68,30,0.033292114,,,,,
P62,P68,40,0.039165076,,,,,
P62,P68,50,0.041153948,,,,,
P62,P68,60,0.047273923,,,,,
P62,P68,80,0.059638948,,,,,
P62,P68,100,0.070494856,,,,,
P62,P68,110,0.072904486,,,,,
P62,P71,5,0.016470522,,,,,
P62,P71,10,0.018657135,,,,,
P62,P71,15,0.022213929,,,,,
P62,P71,20,0.024441722,,,,,
P62,P71,25,0.024443353,,,,,
P62,P71,30,0.024746754,,,,,
P62,P71,40,0.028879629,,,,,
P62,P71,50,0.032854215,,,,,
P62,P71,60,0.035490914,,,,,
P62,P71,80,0.04815853,,,,,
P62,P71,100,0.061460206,,,,,
P62,P71,110,0.06557056,,,,,
P62,P82,5,0.01200148,,,,,
P62,P82,10,0.019136478,,,,,
P62,P82,15,0.019312129,,,,,
P62,P82,20,0.023537625,,,,,
P62,P82,25,0.024121194,,,,,
P62,P82,30,0.02293217,,,,,
P62,P82,40,0.026111184,,,,,
P62,P82,50,0.029218481,,,,,
P62,P82,60,0.032739679,,,,,
P62,P82,80,0.043581962,,,,,
P62,P82,100,0.052553237,,,,,
P62,P82,110,0.058087224,,,,,
P62,P88,5,0.013262148,,,,,
P62,P88,10,0.022895234,,,,,
P62,P88,15,0.025855303,,,,,
P62,P88,20,0.025781129,,,,,
P62,P88,25,0.025889631,,,,,
P62,P88,30,0.024976296,,,,,
P62,P88,40,0.027547427,,,,,
P62,P88,50,0.029098064,,,,,
P62,P88,60,0.032207238,,,,,
P62,P88,80,0.042428357,,,,,
P62,P88,100,0.053960714,,,,,
P62,P88,110,0.05844585,,,,,
P62,P92,5,0.017669012,,,,,
P62,P92,10,0.022923824,,,,,
P62,P92,15,0.02362259,,,,,
P62,P92,20,0.027284812,,,,,
P62,P92,25,0.028565137,,,,,
P62,P92,30,0.027508565,,,,,
P62,P92,40,0.031731201,,,,,
P62,P92,50,0.034089051,,,,,
P62,P92,60,0.03698431,,,,,
P62,P92,80,0.050465322,,,,,
P62,P92,100,0.062865643,,,,,
P62,P92,110,0.064713745,,,,,
P67,P1,5,0.038620996,,,,,
P67,P1,10,0.049055731,,,,,
P67,P1,15,0.050737364,,,,,
P67,P1,20,0.053816451,,,,,
P67,P1,25,0.061790218,,,,,
P67,P1,30,0.066190336,,,,,
P67,P1,40,0.071410444,,,,,
P67,P1,50,0.075102019,,,,,
P67,P1,60,0.074726555,,,,,
P67,P1,80,0.074682,,,,,
P67,P1,100,0.078755861,,,,,
P67,P1,110,0.089961567,,,,,
P67,P19,5,0.022484261,,,,,
P67,P19,10,0.019920881,,,,,
P67,P19,15,0.022732533,,,,,
P67,P19,20,0.026175388,,,,,
P67,P19,25,0.025464886,,,,,
P67,P19,30,0.024612678,,,,,
P67,P19,40,0.02727528,,,,,
P67,P19,50,0.030384708,,,,,
P67,P19,60,0.033997978,,,,,
P67,P19,80,0.035443368,,,,,
P67,P19,100,0.050398564,,,,,
P67,P19,110,0.051776576,,,,,
P67,P24,5,0.011775408,,,,,
P67,P24,10,0.015979063,,,,,
P67,P24,15,0.017456058,,,,,
P67,P24,20,0.020269547,,,,,
P67,P24,25,0.021239451,,,,,
P67,P24,30,0.023891563,,,,,
P67,P24,40,0.025503017,,,,,
P67,P24,50,0.033898117,,,,,
P67,P24,60,0.035502642,,,,,
P67,P24,80,0.036863375,,,,,
P67,P24,100,0.046814889,,,,,
P67,P24,110,0.052467541,,,,,
P67,P26,5,0.011243218,,,,,
P67,P26,10,0.016512808,,,,,
P67,P26,15,0.020867628,,,,,
P67,P26,20,0.024856673,,,,,
P67,P26,25,0.024988003,,,,,
P67,P26,30,0.027260696,,,,,
P67,P26,40,0.031755122,,,,,
P67,P26,50,0.04128368,,,,,
P67,P26,60,0.048627538,,,,,
P67,P26,80,0.051515463,,,,,
P67,P26,100,0.059531192,,,,,
P67,P26,110,0.065498327,,,,,
P67,P51,5,0.010120196,,,,,
P67,P51,10,0.020159516,,,,,
P67,P51,15,0.022366744,,,,,
P67,P51,20,0.022690809,,,,,
P67,P51,25,0.026182483,,,,,
P67,P51,30,0.024856373,,,,,
P67,P51,40,0.025421111,,,,,
P67,P51,50,0.029183645,,,,,
P67,P51,60,0.032447359,,,,,
P67,P51,80,0.0384713,,,,,
P67,P51,100,0.044637127,,,,,
P67,P51,110,0.050518382,,,,,
P67,P56,5,0.016298345,,,,,
P67,P56,10,0.015088128,,,,,
P67,P56,15,0.019419214,,,,,
P67,P56,20,0.020770353,,,,,
P67,P56,25,0.022709655,,,,,
P67,P56,30,0.023126849,,,,,
P67,P56,40,0.025717644,,,,,
P67,P56,50,0.033747615,,,,,
P67,P56,60,0.040794572,,,,,
P67,P56,80,0.042816958,,,,,
P67,P56,100,0.057044814,,,,,
P67,P56,110,0.06328942,,,,,
P67,P61,5,0.017299222,,,,,
P67,P61,10,0.017126327,,,,,
P67,P61,15,0.020537185,,,,,
P67,P61,20,0.021891808,,,,,
P67,P61,25,0.024773394,,,,,
P67,P61,30,0.025917385,,,,,
P67,P61,40,0.030608917,,,,,
P67,P61,50,0.034194746,,,,,
P67,P61,60,0.039377192,,,,,
P67,P61,80,0.041444887,,,,,
P67,P61,100,0.053842554,,,,,
P67,P61,110,0.057776891,,,,,
P67,P66,5,0.021454682,,,,,
P67,P66,10,0.020937329,,,,,
P67,P66,15,0.026070133,,,,,
P67,P66,20,0.024620832,,,,,
P67,P66,25,0.024445319,,,,,
P67,P66,30,0.025392288,,,,,
P67,P66,40,0.029418398,,,,,
P67,P66,50,0.035519928,,,,,
P67,P66,60,0.042262443,,,,,
P67,P66,80,0.051575435,,,,,
P67,P66,100,0.061522965,,,,,
P67,P66,110,0.066783356,,,,,
P67,P76,5,0.012458252,,,,,
P67,P76,10,0.016023466,,,,,
P67,P76,15,0.021477628,,,,,
P67,P76,20,0.022776963,,,,,
P67,P76,25,0.022365458,,,,,
P67,P76,30,0.023882127,,,,,
P67,P76,40,0.024732532,,,,,
P67,P76,50,0.032142704,,,,,
P67,P76,60,0.037169522,,,,,
P67,P76,80,0.043116059,,,,,
P67,P76,100,0.054744361,,,,,
P67,P76,110,0.059760835,,,,,
P67,P95,5,0.012063456,,,,,
P67,P95,10,0.018795748,,,,,
P67,P95,15,0.025348818,,,,,
P67,P95,20,0.031110682,,,,,
P67,P95,25,0.03258277,,,,,
P67,P95,30,0.033988889,,,,,
P67,P95,40,0.035853341,,,,,
P67,P95,50,0.042534347,,,,,
P67,P95,60,0.047549895,,,,,
P67,P95,80,0.050528476,,,,,
P67,P95,100,0.060097825,,,,,
P67,P95,110,0.061257486,,,,,
P67,P27,5,0.011783782,,,,,
P67,P27,10,0.01894179,,,,,
P67,P27,15,0.02272221,,,,,
P67,P27,20,0.027596005,,,,,
P67,P27,25,0.026005186,,,,,
P67,P27,30,0.027108783,,,,,
P67,P27,40,0.029357511,,,,,
P67,P27,50,0.033402692,,,,,
P67,P27,60,0.036382843,,,,,
P67,P27,80,0.038418988,,,,,
P67,P27,100,0.047854938,,,,,
P67,P27,110,0.056051327,,,,,
P67,P32,5,0.009062973,,,,,
P67,P32,10,0.0225717,,,,,
P67,P32,15,0.024408331,,,,,
P67,P32,20,0.029843341,,,,,
P67,P32,25,0.02959837,,,,,
P67,P32,30,0.031165515,,,,,
P67,P32,40,0.032447003,,,,,
P67,P32,50,0.039872489,,,,,
P67,P32,60,0.043069368,,,,,
P67,P32,80,0.04533752,,,,,
P67,P32,100,0.053775067,,,,,
P67,P32,110,0.057536084,,,,,
P67,P39,5,0.019348027,,,,,
P67,P39,10,0.016995547,,,,,
P67,P39,15,0.023078421,,,,,
P67,P39,20,0.024054902,,,,,
P67,P39,25,0.02511168,,,,,
P67,P39,30,0.026147316,,,,,
P67,P39,40,0.030914785,,,,,
P67,P39,50,0.039881732,,,,,
P67,P39,60,0.046636604,,,,,
P67,P39,80,0.049722928,,,,,
P67,P39,100,0.060214421,,,,,
P67,P39,110,0.065185981,,,,,
P67,P58,5,0.011863112,,,,,
P67,P58,10,0.013362391,,,,,
P67,P58,15,0.01558256,,,,,
P67,P58,20,0.020053769,,,,,
P67,P58,25,0.020045549,,,,,
P67,P58,30,0.021417803,,,,,
P67,P58,40,0.026630272,,,,,
P67,P58,50,0.034378934,,,,,
P67,P58,60,0.039340017,,,,,
P67,P58,80,0.042009359,,,,,
P67,P58,100,0.054190213,,,,,
P67,P58,110,0.056299134,,,,,
P67,P59,5,0.014686811,,,,,
P67,P59,10,0.024023442,,,,,
P67,P59,15,0.026491854,,,,,
P67,P59,20,0.029088143,,,,,
P67,P59,25,0.032499394,,,,,
P67,P59,30,0.033012376,,,,,
P67,P59,40,0.035380779,,,,,
P67,P59,50,0.043760925,,,,,
P67,P59,60,0.046399047,,,,,
P67,P59,80,0.046594856,,,,,
P67,P59,100,0.057596693,,,,,
P67,P59,110,0.06126077,,,,,
P67,P62,5,0.010461119,,,,,
P67,P62,10,0.020676551,,,,,
P67,P62,15,0.027800849,,,,,
P67,P62,20,0.030970368,,,,,
P67,P62,25,0.030615627,,,,,
P67,P62,30,0.032266875,,,,,
P67,P62,40,0.038000065,,,,,
P67,P62,50,0.042865979,,,,,
P67,P62,60,0.049559173,,,,,
P67,P62,80,0.056125135,,,,,
P67,P62,100,0.067877354,,,,,
P67,P62,110,0.073018464,,,,,
P67,P67,5,0,,,,,
P67,P67,10,0,,,,,
P67,P67,15,0,,,,,
P67,P67,20,0,,,,,
P67,P67,25,0,,,,,
P67,P67,30,0,,,,,
P67,P67,40,0,,,,,
P67,P67,50,0,,,,,
P67,P67,60,0,,,,,
P67,P67,80,0,,,,,
P67,P67,100,0,,,,,
P67,P67,110,0,,,,,
P67,P68,5,0.020979631,,,,,
P67,P68,10,0.022748013,,,,,
P67,P68,15,0.024228876,,,,,
P67,P68,20,0.025761372,,,,,
P67,P68,25,0.026318838,,,,,
P67,P68,30,0.028280348,,,,,
P67,P68,40,0.031204367,,,,,
P67,P68,50,0.037764122,,,,,
P67,P68,60,0.044429047,,,,,
P67,P68,80,0.050259584,,,,,
P67,P68,100,0.066546933,,,,,
